id,customer_id,date_of_birth,place_of_birth,country_of_birth_id,gender_id,marital_status_id,citizenship_country_id,dual_citizenship_flag,ssn_last4,tin,itin,is_politically_exposed,pep_details,annual_income_range,net_worth_range,source_of_wealth_summary,primary_language_id,secondary_language_id,high_risk_flag,risk_reason,is_deceased,date_of_death,created_at,updated_at
CPD-0000236,CUST-000236,1977-04-29,Miami,1,2,2,1,False,3407,TIN-578189333,ITIN-821229982,False,No PEP match found.,200k+,150k-500k,Business income,1,,False,Standard retail risk.,False,,2024-02-21,2024-07-19
CPD-0000237,CUST-000237,1993-01-29,Charlotte,1,2,1,1,False,0234,TIN-700591465,ITIN-394317740,False,No PEP match found.,50k-75k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2026-03-01,2026-03-16
CPD-0000238,CUST-000238,1943-11-09,Charlotte,1,1,1,1,False,8856,TIN-357486109,ITIN-692172067,False,No PEP match found.,120k-200k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-02-22,2025-07-03
CPD-0000239,CUST-000239,2001-10-06,Jacksonville,1,2,1,1,False,3140,TIN-116108043,ITIN-529060829,False,No PEP match found.,50k-75k,<50k,Savings and investments,2,1.0,False,Standard retail risk.,False,,2026-03-16,2026-05-01
CPD-0000240,CUST-000240,1950-02-05,Atlanta,1,1,2,1,False,6559,TIN-750602975,ITIN-742140271,False,No PEP match found.,25k-50k,1m+,Inheritance,1,,False,Standard retail risk.,False,,2026-06-16,2026-05-01
CPD-0000241,CUST-000241,1951-02-24,Charlotte,4,2,1,4,False,2982,TIN-593528357,ITIN-693507798,False,No PEP match found.,25k-50k,150k-500k,Salary,3,1.0,False,Standard retail risk.,False,,2024-04-07,2024-09-02
CPD-0000242,CUST-000242,1969-12-19,Jacksonville,1,1,1,1,False,4786,TIN-131014122,ITIN-549240152,False,No PEP match found.,50k-75k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2024-03-08,2024-03-25
CPD-0000243,CUST-000243,1950-04-24,Atlanta,3,1,1,3,False,3560,TIN-251194416,ITIN-389174907,False,No PEP match found.,75k-120k,500k-1m,Savings and investments,2,1.0,False,Standard retail risk.,False,,2025-03-18,2025-05-06
CPD-0000244,CUST-000244,1977-09-07,Miami,1,2,2,1,False,6581,TIN-285482060,ITIN-203606691,False,No PEP match found.,200k+,150k-500k,Inheritance,1,,False,Standard retail risk.,False,,2025-10-18,2025-11-29
CPD-0000245,CUST-000245,1951-08-14,Charlotte,2,1,4,2,False,9332,TIN-849256679,ITIN-617338783,False,No PEP match found.,25k-50k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2024-05-30,2024-08-22
CPD-0000246,CUST-000246,2000-04-17,Charlotte,1,2,3,1,False,7170,TIN-143530683,ITIN-763660942,False,No PEP match found.,50k-75k,<50k,Savings and investments,1,,False,Standard retail risk.,False,,2025-06-28,2025-11-04
CPD-0000247,CUST-000247,1981-04-21,Jacksonville,1,2,3,1,False,8506,TIN-202157308,ITIN-419544072,False,No PEP match found.,50k-75k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2025-02-03,2025-05-30
CPD-0000248,CUST-000248,1990-12-22,Charlotte,1,1,2,1,False,3634,TIN-418127384,ITIN-834033130,False,No PEP match found.,120k-200k,1m+,Business income,1,,False,Standard retail risk.,False,,2026-01-27,2026-04-25
CPD-0000249,CUST-000249,1944-01-27,Jacksonville,2,2,3,2,False,0579,TIN-811372140,ITIN-337889451,False,No PEP match found.,50k-75k,50k-150k,Inheritance,2,1.0,False,Standard retail risk.,False,,2026-01-24,2026-04-05
CPD-0000250,CUST-000250,1952-02-24,Raleigh,1,1,3,1,False,5022,TIN-522949594,ITIN-121645427,False,No PEP match found.,200k+,1m+,Salary,2,1.0,False,Standard retail risk.,False,,2024-08-08,2024-11-01
CPD-0000251,CUST-000251,1990-06-05,Raleigh,1,2,2,1,True,5451,TIN-703947082,ITIN-728466754,False,No PEP match found.,50k-75k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2024-05-01,2024-08-12
CPD-0000252,CUST-000252,1975-09-14,Charlotte,1,1,2,1,False,2302,TIN-721277030,ITIN-794159055,False,No PEP match found.,75k-120k,50k-150k,Savings and investments,1,2.0,False,Standard retail risk.,False,,2024-06-28,2024-11-15
CPD-0000253,CUST-000253,1952-12-05,Atlanta,1,2,2,1,False,2680,TIN-685354716,ITIN-445196706,False,No PEP match found.,25k-50k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2026-09-22,2026-05-01
CPD-0000254,CUST-000254,2006-09-30,Miami,1,1,3,1,False,2211,TIN-888527430,ITIN-927578857,False,No PEP match found.,50k-75k,50k-150k,Salary,1,2.0,False,Standard retail risk.,False,,2025-03-29,2025-05-15
CPD-0000255,CUST-000255,1962-12-02,Miami,1,1,1,1,False,6338,TIN-202578675,ITIN-685117538,False,No PEP match found.,120k-200k,500k-1m,Salary,1,2.0,False,Standard retail risk.,False,,2026-09-07,2026-05-01
CPD-0000256,CUST-000256,1946-06-15,Raleigh,1,1,1,1,False,8469,TIN-910138859,ITIN-811584515,False,No PEP match found.,25k-50k,1m+,Business income,2,1.0,False,Standard retail risk.,False,,2024-08-13,2024-12-01
CPD-0000257,CUST-000257,1966-08-28,Columbia,4,2,2,4,False,8879,TIN-568795066,ITIN-733335520,False,No PEP match found.,200k+,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2026-01-09,2026-05-01
CPD-0000258,CUST-000258,1981-07-24,Raleigh,1,3,2,1,False,8965,TIN-153603920,ITIN-768009763,False,No PEP match found.,200k+,50k-150k,Salary,1,,False,Standard retail risk.,False,,2025-07-09,2025-09-21
CPD-0000259,CUST-000259,1969-03-11,Raleigh,1,2,1,1,False,1380,TIN-407797803,ITIN-149703198,False,No PEP match found.,120k-200k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2024-01-30,2024-04-09
CPD-0000260,CUST-000260,2001-10-10,Raleigh,1,2,1,1,False,9492,TIN-538635454,ITIN-435645223,True,Potential local-government exposure; enhanced due diligence required.,120k-200k,50k-150k,Salary,1,,True,PEP-related monitoring,False,,2025-05-07,2025-08-13
CPD-0000261,CUST-000261,1982-02-10,Raleigh,1,1,2,1,False,9767,TIN-136547512,ITIN-292830240,False,No PEP match found.,75k-120k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2026-02-02,2026-05-01
CPD-0000262,CUST-000262,1994-07-06,Raleigh,1,2,3,1,False,7716,TIN-479848956,ITIN-669257645,False,No PEP match found.,25k-50k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-01-24,2025-03-03
CPD-0000263,CUST-000263,2007-10-21,Jacksonville,1,1,4,1,False,9969,TIN-606897103,ITIN-506516945,False,No PEP match found.,120k-200k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2024-11-14,2025-02-19
CPD-0000264,CUST-000264,1942-12-25,Jacksonville,1,1,2,1,False,2473,TIN-378918055,ITIN-385994297,False,No PEP match found.,50k-75k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-11-14,2026-04-06
CPD-0000265,CUST-000265,1948-11-05,Miami,2,1,2,2,False,3730,TIN-106986411,ITIN-491339550,False,No PEP match found.,25k-50k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2024-08-05,2024-09-14
CPD-0000266,CUST-000266,1969-11-29,Atlanta,1,2,2,1,False,0567,TIN-817708437,ITIN-955575044,False,No PEP match found.,50k-75k,<50k,Business income,1,,False,Standard retail risk.,False,,2024-06-24,2024-11-02
CPD-0000267,CUST-000267,2003-03-13,Miami,1,1,2,1,False,2542,TIN-132374711,ITIN-496455377,False,No PEP match found.,25k-50k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-04-26,2025-05-19
CPD-0000268,CUST-000268,1972-01-16,Raleigh,2,2,1,2,False,2672,TIN-630285685,ITIN-863859450,False,No PEP match found.,120k-200k,150k-500k,Inheritance,1,,False,Standard retail risk.,False,,2024-08-06,2024-12-25
CPD-0000269,CUST-000269,2002-04-02,Atlanta,2,2,1,2,False,0038,TIN-210821752,ITIN-439722534,False,No PEP match found.,25k-50k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2024-07-17,2024-07-28
CPD-0000270,CUST-000270,1987-09-07,Miami,1,2,2,1,False,2015,TIN-169607092,ITIN-786991924,False,No PEP match found.,25k-50k,<50k,Salary,4,1.0,False,Standard retail risk.,False,,2024-04-13,2024-09-29
CPD-0000271,CUST-000271,1975-03-13,Columbia,4,2,1,4,False,1768,TIN-671356196,ITIN-241455270,False,No PEP match found.,50k-75k,1m+,Savings and investments,1,,False,Standard retail risk.,False,,2024-06-26,2024-09-10
CPD-0000272,CUST-000272,1944-06-28,Jacksonville,1,1,2,1,False,6912,TIN-405482723,ITIN-364557453,False,No PEP match found.,50k-75k,50k-150k,Inheritance,2,1.0,False,Standard retail risk.,False,,2024-11-17,2025-01-02
CPD-0000273,CUST-000273,1999-01-20,Miami,1,2,2,1,False,6205,TIN-620235322,ITIN-938688811,False,No PEP match found.,75k-120k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2024-12-28,2025-01-05
CPD-0000274,CUST-000274,1982-02-14,Atlanta,1,1,4,1,False,3333,TIN-643258685,ITIN-494290020,False,No PEP match found.,120k-200k,<50k,Business income,2,1.0,False,Standard retail risk.,False,,2024-07-27,2024-09-12
CPD-0000275,CUST-000275,1963-12-22,Raleigh,4,2,1,4,False,4537,TIN-293496707,ITIN-139579129,False,No PEP match found.,50k-75k,500k-1m,Savings and investments,1,2.0,False,Standard retail risk.,False,,2024-04-11,2024-05-30
CPD-0000276,CUST-000276,1953-10-24,Miami,2,1,1,2,False,8712,TIN-135028477,ITIN-729777014,False,No PEP match found.,50k-75k,50k-150k,Salary,2,1.0,False,Standard retail risk.,False,,2025-09-15,2025-12-23
CPD-0000277,CUST-000277,1991-07-21,Jacksonville,1,1,1,1,False,9543,TIN-211331783,ITIN-683397400,False,No PEP match found.,25k-50k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2026-01-31,2026-05-01
CPD-0000278,CUST-000278,2006-05-15,Atlanta,3,1,1,3,False,7061,TIN-919697174,ITIN-481132886,False,No PEP match found.,50k-75k,<50k,Salary,1,,False,Standard retail risk.,False,,2026-09-30,2026-05-01
CPD-0000279,CUST-000279,1993-12-01,Miami,2,1,1,2,False,5004,TIN-959295995,ITIN-418606833,False,No PEP match found.,75k-120k,<50k,Salary,4,1.0,False,Standard retail risk.,False,,2024-11-24,2024-12-23
CPD-0000280,CUST-000280,1942-08-13,Miami,4,2,3,4,True,8164,TIN-936789848,ITIN-381083697,False,No PEP match found.,50k-75k,1m+,Business income,1,,False,Standard retail risk.,False,,2026-03-21,2026-05-01
CPD-0000281,CUST-000281,1998-08-06,Raleigh,1,1,1,1,False,7828,TIN-163003204,ITIN-815987495,False,No PEP match found.,75k-120k,500k-1m,Salary,1,3.0,False,Standard retail risk.,False,,2025-05-17,2025-09-12
CPD-0000282,CUST-000282,1950-09-08,Atlanta,1,1,2,1,False,7373,TIN-939443384,ITIN-893254873,False,No PEP match found.,50k-75k,50k-150k,Business income,1,3.0,False,Standard retail risk.,False,,2026-09-02,2026-05-01
CPD-0000283,CUST-000283,1987-11-12,Miami,3,2,1,3,False,7069,TIN-227720892,ITIN-357648229,False,No PEP match found.,120k-200k,<50k,Business income,2,1.0,False,Standard retail risk.,False,,2025-08-12,2026-01-22
CPD-0000284,CUST-000284,1974-02-02,Charlotte,1,1,1,1,False,7141,TIN-112697883,ITIN-323184739,False,No PEP match found.,120k-200k,50k-150k,Inheritance,2,1.0,False,Standard retail risk.,False,,2024-07-13,2024-11-15
CPD-0000285,CUST-000285,1975-07-31,Columbia,3,2,4,3,False,6611,TIN-861478474,ITIN-699518226,False,No PEP match found.,120k-200k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2025-08-17,2026-01-26
CPD-0000286,CUST-000286,1978-12-18,Columbia,1,1,2,1,False,5593,TIN-350252621,ITIN-460322414,False,No PEP match found.,25k-50k,500k-1m,Salary,1,,False,Standard retail risk.,False,,2025-03-13,2025-04-17
CPD-0000287,CUST-000287,1968-12-18,Miami,1,2,2,1,False,5125,TIN-787528455,ITIN-260342071,False,No PEP match found.,120k-200k,500k-1m,Savings and investments,1,,True,PEP-related monitoring,False,,2026-07-29,2026-05-01
CPD-0000288,CUST-000288,1983-04-11,Columbia,1,2,1,1,False,5917,TIN-721759888,ITIN-428350472,False,No PEP match found.,50k-75k,500k-1m,Salary,1,,False,Standard retail risk.,False,,2025-03-29,2025-07-12
CPD-0000289,CUST-000289,1988-07-07,Columbia,1,1,2,1,False,7768,TIN-288382872,ITIN-713144877,False,No PEP match found.,50k-75k,50k-150k,Savings and investments,1,,False,Standard retail risk.,True,2019-07-12,2025-04-10,2025-09-01
CPD-0000290,CUST-000290,1974-06-12,Raleigh,2,2,3,2,False,8909,TIN-610674203,ITIN-893757268,False,No PEP match found.,50k-75k,150k-500k,Salary,2,1.0,False,Standard retail risk.,False,,2024-11-18,2025-05-13
CPD-0000291,CUST-000291,1956-12-28,Atlanta,1,1,1,1,False,5336,TIN-433330363,ITIN-504213510,False,No PEP match found.,75k-120k,500k-1m,Inheritance,1,2.0,False,Standard retail risk.,False,,2024-04-08,2024-05-08
CPD-0000292,CUST-000292,1974-02-09,Raleigh,3,1,2,3,False,1259,TIN-902120993,ITIN-945617487,False,No PEP match found.,50k-75k,1m+,Salary,5,1.0,False,Standard retail risk.,False,,2025-01-29,2025-02-18
CPD-0000293,CUST-000293,1972-05-15,Jacksonville,2,1,3,2,False,4521,TIN-808987459,ITIN-279144875,False,No PEP match found.,50k-75k,<50k,Savings and investments,1,,False,Standard retail risk.,False,,2026-01-28,2026-05-01
CPD-0000294,CUST-000294,1991-07-09,Columbia,1,2,2,1,False,9465,TIN-936438371,ITIN-214179505,False,No PEP match found.,75k-120k,<50k,Savings and investments,1,,False,Standard retail risk.,False,,2026-07-20,2026-05-01
CPD-0000295,CUST-000295,1980-05-19,Jacksonville,1,2,1,1,False,4193,TIN-647906579,ITIN-977164820,False,No PEP match found.,50k-75k,150k-500k,Business income,1,,False,Standard retail risk.,False,,2025-11-06,2025-12-18
CPD-0000296,CUST-000296,1942-07-03,Raleigh,1,1,2,1,False,3436,TIN-355041338,ITIN-712736843,False,No PEP match found.,120k-200k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2025-02-02,2025-05-31
CPD-0000297,CUST-000297,2003-03-07,Atlanta,4,2,2,4,False,2515,TIN-668914957,ITIN-293266233,False,No PEP match found.,25k-50k,150k-500k,Inheritance,1,,False,Standard retail risk.,False,,2024-01-08,2024-04-27
CPD-0000298,CUST-000298,1964-06-21,Charlotte,2,2,2,2,False,3928,TIN-721007867,ITIN-310326933,False,No PEP match found.,75k-120k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2025-07-19,2025-09-06
CPD-0000299,CUST-000299,2006-02-26,Columbia,2,1,2,2,False,1136,TIN-935743273,ITIN-973239113,False,No PEP match found.,75k-120k,150k-500k,Business income,1,,False,Standard retail risk.,False,,2026-05-05,2026-05-01
CPD-0000300,CUST-000300,1969-04-09,Raleigh,1,2,2,1,False,9398,TIN-282433024,ITIN-393733979,False,No PEP match found.,75k-120k,500k-1m,Salary,1,,False,Standard retail risk.,False,,2025-04-15,2025-06-30
CPD-0000301,CUST-000301,1988-05-24,Miami,3,2,4,3,False,8331,TIN-646422574,ITIN-313393466,False,No PEP match found.,50k-75k,50k-150k,Salary,1,,False,Standard retail risk.,False,,2024-11-28,2025-05-23
CPD-0000302,CUST-000302,1998-06-06,Raleigh,4,1,3,4,False,6980,TIN-119796856,ITIN-954426744,False,No PEP match found.,50k-75k,150k-500k,Business income,1,,False,Standard retail risk.,False,,2025-07-21,2025-11-29
CPD-0000303,CUST-000303,1956-11-04,Raleigh,1,1,3,1,True,3728,TIN-129191126,ITIN-962175196,False,No PEP match found.,120k-200k,150k-500k,Salary,2,1.0,False,Standard retail risk.,False,,2026-02-20,2026-03-21
CPD-0000304,CUST-000304,1965-10-18,Miami,1,1,1,1,False,8333,TIN-777275523,ITIN-280444736,False,No PEP match found.,25k-50k,<50k,Savings and investments,1,,False,Standard retail risk.,False,,2025-06-26,2025-08-18
CPD-0000305,CUST-000305,1958-02-03,Columbia,1,2,2,1,False,1946,TIN-838074834,ITIN-414374336,False,No PEP match found.,75k-120k,50k-150k,Inheritance,1,,False,Standard retail risk.,False,,2026-05-12,2026-05-01
CPD-0000306,CUST-000306,1951-11-24,Charlotte,2,2,3,2,False,5932,TIN-198656889,ITIN-553763190,False,No PEP match found.,75k-120k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2026-06-02,2026-05-01
CPD-0000307,CUST-000307,1952-08-12,Raleigh,1,2,2,1,False,4150,TIN-140946059,ITIN-349944863,True,Potential local-government exposure; enhanced due diligence required.,120k-200k,50k-150k,Inheritance,1,,True,PEP-related monitoring,False,,2026-03-25,2026-05-01
CPD-0000308,CUST-000308,1951-04-11,Jacksonville,1,1,2,1,False,8259,TIN-905234768,ITIN-384545332,False,No PEP match found.,25k-50k,50k-150k,Business income,2,1.0,False,Standard retail risk.,False,,2025-07-20,2025-09-21
CPD-0000309,CUST-000309,1962-01-11,Columbia,1,1,2,1,False,0633,TIN-880240450,ITIN-781246638,False,No PEP match found.,75k-120k,500k-1m,Salary,2,1.0,False,Standard retail risk.,False,,2025-03-02,2025-04-04
CPD-0000310,CUST-000310,1985-03-15,Raleigh,1,2,1,1,False,0954,TIN-460241696,ITIN-467109688,False,No PEP match found.,50k-75k,50k-150k,Savings and investments,1,2.0,False,Standard retail risk.,False,,2024-05-02,2024-09-05
CPD-0000311,CUST-000311,1963-10-06,Raleigh,3,1,1,3,False,7296,TIN-826832294,ITIN-765905844,False,No PEP match found.,50k-75k,150k-500k,Salary,1,,False,Standard retail risk.,False,,2024-10-14,2024-11-14
CPD-0000312,CUST-000312,1948-12-05,Raleigh,1,2,2,1,False,8658,TIN-207667409,ITIN-376092811,False,No PEP match found.,25k-50k,500k-1m,Inheritance,1,3.0,False,Standard retail risk.,False,,2024-01-27,2024-05-02
CPD-0000313,CUST-000313,1963-08-24,Jacksonville,1,2,2,1,False,6653,TIN-547022920,ITIN-214130784,False,No PEP match found.,75k-120k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2025-04-12,2025-06-13
CPD-0000314,CUST-000314,1981-03-25,Atlanta,1,2,2,1,False,4185,TIN-154776324,ITIN-103179758,False,No PEP match found.,50k-75k,1m+,Savings and investments,1,,False,Standard retail risk.,False,,2025-11-03,2025-11-25
CPD-0000315,CUST-000315,1999-10-09,Columbia,1,2,3,1,False,8642,TIN-892139451,ITIN-715584121,False,No PEP match found.,120k-200k,50k-150k,Savings and investments,1,,False,Standard retail risk.,False,,2024-02-13,2024-05-22
CPD-0000316,CUST-000316,1965-05-27,Miami,4,2,3,4,False,0153,TIN-858551837,ITIN-574304777,False,No PEP match found.,50k-75k,<50k,Savings and investments,2,1.0,False,Standard retail risk.,False,,2024-08-07,2024-12-09
CPD-0000317,CUST-000317,1962-01-13,Miami,4,2,1,4,False,8556,TIN-786765266,ITIN-685562332,False,No PEP match found.,120k-200k,50k-150k,Inheritance,4,1.0,False,Standard retail risk.,False,,2024-12-14,2025-06-06
CPD-0000318,CUST-000318,1968-10-04,Columbia,1,1,3,1,False,2962,TIN-199373912,ITIN-395350584,False,No PEP match found.,25k-50k,150k-500k,Inheritance,1,,False,Standard retail risk.,False,,2025-02-11,2025-04-29
CPD-0000319,CUST-000319,2006-03-08,Charlotte,4,2,2,4,False,5538,TIN-692556992,ITIN-419226848,False,No PEP match found.,200k+,50k-150k,Inheritance,1,,False,Standard retail risk.,False,,2024-03-26,2024-09-11
CPD-0000320,CUST-000320,1942-11-10,Jacksonville,1,2,2,1,False,5121,TIN-814223809,ITIN-510611046,False,No PEP match found.,50k-75k,50k-150k,Business income,1,,False,Standard retail risk.,False,,2025-09-29,2026-01-25
CPD-0000321,CUST-000321,1948-05-15,Charlotte,1,2,3,1,False,3405,TIN-286323040,ITIN-585919683,False,No PEP match found.,25k-50k,150k-500k,Inheritance,1,,False,Standard retail risk.,False,,2024-02-06,2024-03-29
CPD-0000322,CUST-000322,2001-06-19,Miami,1,2,1,1,False,8810,TIN-638864591,ITIN-461766447,True,Potential local-government exposure; enhanced due diligence required.,75k-120k,<50k,Savings and investments,3,1.0,True,Cross-border activity,False,,2026-09-28,2026-05-01
CPD-0000323,CUST-000323,1979-07-05,Miami,3,2,4,3,False,9287,TIN-999363471,ITIN-595437042,False,No PEP match found.,200k+,500k-1m,Salary,1,,False,Standard retail risk.,False,,2025-12-10,2026-02-02
CPD-0000324,CUST-000324,1982-09-25,Miami,1,2,2,1,True,6420,TIN-976109385,ITIN-939051501,False,No PEP match found.,200k+,50k-150k,Salary,1,,False,Standard retail risk.,False,,2024-02-15,2024-05-12
CPD-0000325,CUST-000325,1956-10-31,Miami,1,1,1,1,False,5043,TIN-915917544,ITIN-927278966,False,No PEP match found.,200k+,<50k,Savings and investments,1,3.0,False,Standard retail risk.,False,,2024-04-30,2024-08-23
CPD-0000326,CUST-000326,1965-04-06,Miami,2,1,2,2,False,8968,TIN-374240442,ITIN-492781713,False,No PEP match found.,120k-200k,150k-500k,Salary,2,1.0,False,Standard retail risk.,False,,2024-06-08,2024-10-06
CPD-0000327,CUST-000327,1978-05-08,Jacksonville,1,2,2,1,False,4412,TIN-955730657,ITIN-284529802,False,No PEP match found.,50k-75k,500k-1m,Savings and investments,1,,False,Standard retail risk.,False,,2026-07-12,2026-05-01
CPD-0000328,CUST-000328,1960-03-06,Miami,1,1,3,1,False,5923,TIN-537559563,ITIN-966598653,False,No PEP match found.,25k-50k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-02-05,2025-02-11
CPD-0000329,CUST-000329,1967-03-03,Columbia,1,2,2,1,False,7619,TIN-145534971,ITIN-281124550,False,No PEP match found.,50k-75k,<50k,Business income,2,1.0,False,Standard retail risk.,False,,2026-08-30,2026-05-01
CPD-0000330,CUST-000330,1984-07-15,Jacksonville,2,1,2,2,False,9556,TIN-670462179,ITIN-783934781,False,No PEP match found.,50k-75k,150k-500k,Savings and investments,1,3.0,False,Standard retail risk.,False,,2024-10-15,2025-04-10
CPD-0000331,CUST-000331,1999-10-06,Raleigh,3,1,1,3,False,8283,TIN-878198803,ITIN-311697911,False,No PEP match found.,120k-200k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2026-05-21,2026-05-01
CPD-0000332,CUST-000332,1984-01-18,Atlanta,3,2,1,3,False,0573,TIN-284722264,ITIN-972151583,False,No PEP match found.,25k-50k,50k-150k,Business income,1,,False,Standard retail risk.,True,2025-07-30,2026-09-07,2026-05-01
CPD-0000333,CUST-000333,1969-03-22,Jacksonville,1,3,1,1,False,6582,TIN-541881853,ITIN-607444396,False,No PEP match found.,75k-120k,50k-150k,Inheritance,4,1.0,False,Standard retail risk.,False,,2024-05-10,2024-09-11
CPD-0000334,CUST-000334,1959-08-21,Charlotte,1,1,2,1,False,0669,TIN-645622314,ITIN-509181386,False,No PEP match found.,200k+,500k-1m,Salary,1,,False,Standard retail risk.,False,,2025-07-01,2025-08-29
CPD-0000335,CUST-000335,1943-10-07,Raleigh,3,2,2,3,False,4053,TIN-802981398,ITIN-793996189,False,No PEP match found.,75k-120k,150k-500k,Business income,1,2.0,False,Standard retail risk.,False,,2025-12-09,2026-01-03
CPD-0000336,CUST-000336,1993-11-08,Miami,2,2,1,2,False,4244,TIN-348677038,ITIN-301114663,False,No PEP match found.,50k-75k,<50k,Savings and investments,1,,False,Standard retail risk.,False,,2025-04-03,2025-04-11
CPD-0000337,CUST-000337,1964-03-30,Jacksonville,1,1,2,1,False,3857,TIN-103549141,ITIN-725128478,False,No PEP match found.,50k-75k,<50k,Salary,1,2.0,False,Standard retail risk.,False,,2025-01-30,2025-03-11
CPD-0000338,CUST-000338,1947-06-26,Miami,1,2,2,1,False,1096,TIN-956074590,ITIN-426914360,False,No PEP match found.,25k-50k,150k-500k,Salary,1,,False,Standard retail risk.,False,,2026-02-22,2026-03-31
CPD-0000339,CUST-000339,1976-12-10,Raleigh,1,1,2,1,False,6600,TIN-758097088,ITIN-752026410,False,No PEP match found.,50k-75k,150k-500k,Inheritance,1,,True,Cross-border activity,False,,2025-09-07,2025-09-13
CPD-0000340,CUST-000340,1993-08-02,Columbia,2,2,2,2,False,4915,TIN-249473546,ITIN-243600846,False,No PEP match found.,75k-120k,150k-500k,Business income,1,,False,Standard retail risk.,False,,2024-07-28,2024-10-10
CPD-0000341,CUST-000341,1942-04-24,Charlotte,1,2,4,1,False,2687,TIN-971650648,ITIN-600489365,False,No PEP match found.,50k-75k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-06-02,2025-07-09
CPD-0000342,CUST-000342,1945-11-06,Atlanta,1,1,2,1,False,4784,TIN-753971614,ITIN-222950354,False,No PEP match found.,50k-75k,150k-500k,Salary,2,1.0,False,Standard retail risk.,False,,2024-08-27,2025-01-10
CPD-0000343,CUST-000343,1969-11-16,Atlanta,3,1,2,3,False,5857,TIN-640235032,ITIN-467962509,False,No PEP match found.,120k-200k,500k-1m,Salary,2,1.0,False,Standard retail risk.,False,,2024-03-05,2024-06-25
CPD-0000344,CUST-000344,1960-02-22,Jacksonville,1,2,3,1,False,9922,TIN-105142529,ITIN-966328864,False,No PEP match found.,25k-50k,150k-500k,Savings and investments,1,2.0,False,Standard retail risk.,False,,2026-07-05,2026-05-01
CPD-0000345,CUST-000345,1962-05-12,Columbia,4,1,1,4,False,8797,TIN-749205661,ITIN-961203498,False,No PEP match found.,120k-200k,150k-500k,Savings and investments,2,1.0,False,Standard retail risk.,False,,2025-09-24,2025-11-28
CPD-0000346,CUST-000346,2005-01-07,Miami,1,1,2,1,False,6944,TIN-456071123,ITIN-223656804,False,No PEP match found.,75k-120k,<50k,Business income,1,,False,Standard retail risk.,False,,2025-09-12,2026-01-21
CPD-0000347,CUST-000347,1981-07-02,Raleigh,1,3,1,1,False,5974,TIN-643782420,ITIN-265811840,False,No PEP match found.,75k-120k,150k-500k,Business income,1,,False,Standard retail risk.,False,,2024-12-15,2025-05-25
CPD-0000348,CUST-000348,2005-06-13,Columbia,2,2,1,2,False,4062,TIN-547614066,ITIN-683517398,False,No PEP match found.,25k-50k,50k-150k,Inheritance,1,,False,Standard retail risk.,False,,2025-03-19,2025-03-24
CPD-0000349,CUST-000349,1999-12-17,Atlanta,1,2,1,1,False,9373,TIN-122207870,ITIN-231326637,False,No PEP match found.,75k-120k,<50k,Business income,1,,False,Standard retail risk.,False,,2026-02-14,2026-03-18
CPD-0000350,CUST-000350,1959-03-04,Miami,1,2,2,1,False,5673,TIN-315001854,ITIN-605931736,False,No PEP match found.,75k-120k,<50k,Business income,2,1.0,False,Standard retail risk.,False,,2024-07-05,2024-08-04
CPD-0000351,CUST-000351,1947-01-27,Atlanta,1,1,1,1,False,8503,TIN-431681920,ITIN-340575723,False,No PEP match found.,120k-200k,150k-500k,Savings and investments,1,,False,Standard retail risk.,False,,2025-11-10,2026-01-08
CPD-0000352,CUST-000352,1993-11-04,Jacksonville,2,2,2,2,False,6817,TIN-496271032,ITIN-656541477,False,No PEP match found.,50k-75k,50k-150k,Business income,1,,True,PEP-related monitoring,False,,2025-12-26,2026-04-17
CPD-0000353,CUST-000353,2005-11-08,Columbia,3,2,2,3,False,0178,TIN-371184550,ITIN-940248065,False,No PEP match found.,50k-75k,150k-500k,Savings and investments,1,2.0,False,Standard retail risk.,False,,2024-07-10,2024-11-18
