id,customer_id,id_type,id_category,id_number,id_serial_number,issuing_country_id,issuing_state,issuing_authority,issue_date,expiry_date,is_verified,verification_method,verified_by,verification_date,status,is_primary,is_suspected_fraud,fraud_notes,created_at,updated_at
CID-00000253,CUST-000127,National ID,government,NAT-801008872,SER-400041,1,NC,State DMV,2012-10-18,2022-10-08,True,in_branch_review,system_kyc,2024-01-23,expired,True,False,No fraud indicators.,2024-01-23,2024-02-01
CID-00000254,CUST-000127,Passport,travel,PAS-943593130,SER-649030,1,NC,US Department of State,2014-02-08,2021-03-26,True,document_scan,system_kyc,2024-01-28,expired,False,False,No fraud indicators.,2024-01-28,2024-04-27
CID-00000255,CUST-000128,National ID,government,NAT-786550549,SER-621045,1,NC,State DMV,2019-08-15,2029-05-23,True,in_branch_review,system_kyc,2024-08-30,active,True,False,No fraud indicators.,2024-08-29,2025-01-01
CID-00000256,CUST-000128,Passport,travel,PAS-618089483,SER-287447,1,NC,US Department of State,2025-02-28,2030-10-19,True,document_scan,system_kyc,2024-08-30,active,False,False,No fraud indicators.,2024-08-26,2024-11-10
CID-00000257,CUST-000129,National ID,government,NAT-320392178,SER-583534,1,GA,State DMV,2014-04-05,2019-05-15,False,api_validation,manual_queue,2025-09-11,expired,True,False,No fraud indicators.,2025-09-10,2026-01-24
CID-00000258,CUST-000129,Passport,travel,PAS-241286322,SER-392926,1,GA,US Department of State,2012-04-19,2016-01-27,True,api_validation,system_kyc,2025-09-09,expired,False,False,No fraud indicators.,2025-09-06,2025-11-24
CID-00000259,CUST-000130,National ID,government,NAT-904897824,SER-103585,1,GA,State DMV,2013-11-07,2023-10-03,True,in_branch_review,system_kyc,2025-02-07,expired,True,False,No fraud indicators.,2025-02-06,2025-03-10
CID-00000260,CUST-000130,Passport,travel,PAS-398745335,SER-244177,1,GA,US Department of State,2021-08-08,2025-08-03,True,in_branch_review,system_kyc,2025-02-03,expired,False,False,No fraud indicators.,2025-02-02,2025-03-07
CID-00000261,CUST-000131,National ID,government,NAT-621315591,SER-185753,1,FL,State DMV,2016-07-06,2023-03-13,True,in_branch_review,system_kyc,2025-07-26,expired,True,False,No fraud indicators.,2025-07-25,2025-09-24
CID-00000262,CUST-000131,Passport,travel,PAS-955871126,SER-949442,1,FL,US Department of State,2019-02-12,2027-08-26,True,in_branch_review,system_kyc,2025-07-26,active,False,False,No fraud indicators.,2025-07-24,2025-11-25
CID-00000263,CUST-000132,National ID,government,NAT-683780582,SER-342906,1,NC,State DMV,2013-09-16,2021-12-08,True,document_scan,system_kyc,2025-02-27,expired,True,False,No fraud indicators.,2025-02-26,2025-06-21
CID-00000264,CUST-000132,Passport,travel,PAS-572472118,SER-125759,1,NC,US Department of State,2013-02-07,2020-08-02,True,document_scan,system_kyc,2025-02-28,expired,False,False,No fraud indicators.,2025-02-25,2025-03-21
CID-00000265,CUST-000133,National ID,government,NAT-807073977,SER-703534,1,FL,State DMV,2014-04-19,2022-01-23,True,api_validation,system_kyc,2024-01-19,expired,True,False,No fraud indicators.,2024-01-15,2024-08-20
CID-00000266,CUST-000133,Passport,travel,PAS-782196080,SER-445302,1,FL,US Department of State,2011-08-13,2015-03-14,True,api_validation,system_kyc,2024-01-24,expired,False,False,No fraud indicators.,2024-01-22,2024-04-20
CID-00000267,CUST-000134,National ID,government,NAT-670779571,SER-990145,1,SC,State DMV,2012-09-08,2021-05-03,True,in_branch_review,system_kyc,2025-02-16,expired,True,False,No fraud indicators.,2025-02-16,2025-09-12
CID-00000268,CUST-000134,Passport,travel,PAS-887819817,SER-290752,1,SC,US Department of State,2020-11-13,2028-01-19,True,api_validation,system_kyc,2025-02-24,active,False,False,No fraud indicators.,2025-02-21,2025-06-24
CID-00000269,CUST-000135,National ID,government,NAT-571041615,SER-599391,1,GA,State DMV,2021-07-30,2027-09-01,True,api_validation,system_kyc,2025-02-10,active,True,False,No fraud indicators.,2025-02-08,2025-06-26
CID-00000270,CUST-000135,Passport,travel,PAS-483332566,SER-800240,1,GA,US Department of State,2023-01-18,2026-09-11,True,document_scan,system_kyc,2025-02-09,active,False,False,No fraud indicators.,2025-02-08,2025-09-02
CID-00000271,CUST-000136,National ID,government,NAT-364212976,SER-690028,1,SC,State DMV,2012-02-24,2018-01-31,True,in_branch_review,system_kyc,2026-09-03,expired,True,False,No fraud indicators.,2026-09-01,2026-05-01
CID-00000272,CUST-000136,Passport,travel,PAS-912109936,SER-956057,1,SC,US Department of State,2020-08-11,2023-09-30,True,api_validation,system_kyc,2026-08-30,expired,False,False,No fraud indicators.,2026-08-29,2026-05-01
CID-00000273,CUST-000137,National ID,government,NAT-324859748,SER-490729,1,FL,State DMV,2017-03-26,2022-06-14,True,in_branch_review,system_kyc,2026-05-19,expired,True,False,No fraud indicators.,2026-05-18,2026-05-01
CID-00000274,CUST-000137,Passport,travel,PAS-561255519,SER-749244,1,FL,US Department of State,2023-11-27,2029-01-02,True,in_branch_review,system_kyc,2026-05-17,active,False,False,No fraud indicators.,2026-05-13,2026-05-01
CID-00000275,CUST-000138,National ID,government,NAT-324365620,SER-234384,1,SC,State DMV,2011-07-01,2016-05-04,True,document_scan,system_kyc,2025-04-25,expired,True,False,No fraud indicators.,2025-04-24,2025-08-31
CID-00000276,CUST-000138,Passport,travel,PAS-323958732,SER-632726,1,SC,US Department of State,2020-09-16,2030-03-15,True,in_branch_review,system_kyc,2025-04-23,active,False,False,No fraud indicators.,2025-04-20,2025-06-24
CID-00000277,CUST-000139,National ID,government,NAT-385055247,SER-747018,1,GA,State DMV,2015-02-12,2018-06-14,True,api_validation,system_kyc,2025-01-18,expired,True,False,No fraud indicators.,2025-01-18,2025-06-02
CID-00000278,CUST-000139,Passport,travel,PAS-132387139,SER-516018,1,GA,US Department of State,2016-08-08,2020-05-26,True,document_scan,system_kyc,2025-01-20,expired,False,False,No fraud indicators.,2025-01-19,2025-01-28
CID-00000279,CUST-000140,National ID,government,NAT-702526818,SER-818333,1,NC,State DMV,2012-05-25,2019-08-28,False,in_branch_review,manual_queue,2026-01-25,expired,True,False,No fraud indicators.,2026-01-21,2026-05-01
CID-00000280,CUST-000140,Passport,travel,PAS-825677648,SER-312432,1,NC,US Department of State,2023-03-10,2032-12-12,True,api_validation,system_kyc,2026-01-22,active,False,False,No fraud indicators.,2026-01-22,2026-03-24
CID-00000281,CUST-000141,National ID,government,NAT-709936802,SER-214673,1,FL,State DMV,2011-11-17,2021-03-29,True,in_branch_review,system_kyc,2025-07-30,expired,True,False,No fraud indicators.,2025-07-27,2025-08-21
CID-00000282,CUST-000141,Passport,travel,PAS-138147609,SER-990824,1,FL,US Department of State,2021-04-11,2028-11-17,True,in_branch_review,system_kyc,2025-08-08,active,False,False,No fraud indicators.,2025-08-04,2025-09-27
CID-00000283,CUST-000142,National ID,government,NAT-434745808,SER-197820,1,GA,State DMV,2023-05-12,2032-03-26,True,in_branch_review,system_kyc,2026-05-31,active,True,False,No fraud indicators.,2026-05-28,2026-05-01
CID-00000284,CUST-000142,Passport,travel,PAS-649871036,SER-556723,1,GA,US Department of State,2013-04-10,2019-10-30,True,api_validation,system_kyc,2026-05-19,expired,False,False,No fraud indicators.,2026-05-19,2026-05-01
CID-00000285,CUST-000143,National ID,government,NAT-320438180,SER-848371,1,NC,State DMV,2016-12-12,2020-10-10,True,in_branch_review,system_kyc,2024-07-28,expired,True,False,No fraud indicators.,2024-07-27,2025-02-05
CID-00000286,CUST-000143,Passport,travel,PAS-224881089,SER-921724,1,NC,US Department of State,2020-01-14,2026-06-10,True,api_validation,system_kyc,2024-07-29,active,False,False,No fraud indicators.,2024-07-29,2024-09-11
CID-00000287,CUST-000144,National ID,government,NAT-229849299,SER-501751,1,NC,State DMV,2016-01-23,2021-01-28,True,api_validation,system_kyc,2026-09-19,expired,True,False,No fraud indicators.,2026-09-15,2026-05-01
CID-00000288,CUST-000144,Passport,travel,PAS-719052370,SER-221865,1,NC,US Department of State,2017-11-26,2022-03-11,True,api_validation,system_kyc,2026-09-15,expired,False,False,No fraud indicators.,2026-09-11,2026-05-01
CID-00000289,CUST-000145,National ID,government,NAT-415441976,SER-572372,1,FL,State DMV,2024-11-28,2029-04-27,True,document_scan,system_kyc,2026-06-17,active,True,False,No fraud indicators.,2026-06-13,2026-05-01
CID-00000290,CUST-000145,Passport,travel,PAS-725105314,SER-858859,1,FL,US Department of State,2015-06-20,2022-07-20,True,document_scan,system_kyc,2026-06-12,expired,False,False,No fraud indicators.,2026-06-11,2026-05-01
CID-00000291,CUST-000146,National ID,government,NAT-559000382,SER-909904,1,SC,State DMV,2017-07-17,2023-11-20,True,in_branch_review,system_kyc,2025-09-05,expired,True,False,No fraud indicators.,2025-09-03,2026-01-08
CID-00000292,CUST-000146,Passport,travel,PAS-665958994,SER-531114,1,SC,US Department of State,2021-09-18,2031-01-07,True,document_scan,system_kyc,2025-09-08,active,False,False,No fraud indicators.,2025-09-04,2025-12-08
CID-00000293,CUST-000147,National ID,government,NAT-524937719,SER-603162,1,SC,State DMV,2013-11-19,2018-11-25,True,in_branch_review,system_kyc,2025-02-22,expired,True,False,No fraud indicators.,2025-02-21,2025-08-18
CID-00000294,CUST-000147,Passport,travel,PAS-183070807,SER-942887,1,SC,US Department of State,2016-04-24,2019-10-28,True,api_validation,system_kyc,2025-02-20,expired,False,False,No fraud indicators.,2025-02-20,2025-09-16
CID-00000295,CUST-000148,National ID,government,NAT-459197933,SER-112525,1,GA,State DMV,2017-06-24,2024-04-04,True,document_scan,system_kyc,2026-08-04,expired,True,False,No fraud indicators.,2026-08-01,2026-05-01
CID-00000296,CUST-000148,Passport,travel,PAS-367021676,SER-606192,1,GA,US Department of State,2024-05-13,2029-12-05,False,in_branch_review,manual_queue,2026-07-29,active,False,False,No fraud indicators.,2026-07-29,2026-05-01
CID-00000297,CUST-000149,National ID,government,NAT-799618338,SER-700645,1,SC,State DMV,2016-04-12,2019-04-16,True,document_scan,system_kyc,2025-01-24,expired,True,False,No fraud indicators.,2025-01-22,2025-05-02
CID-00000298,CUST-000149,Passport,travel,PAS-634182909,SER-863365,1,SC,US Department of State,2019-01-01,2028-09-06,True,api_validation,system_kyc,2025-01-18,active,False,False,No fraud indicators.,2025-01-16,2025-03-29
CID-00000299,CUST-000150,National ID,government,NAT-533936586,SER-866744,1,SC,State DMV,2019-08-05,2022-12-10,True,in_branch_review,system_kyc,2024-06-19,expired,True,False,No fraud indicators.,2024-06-17,2024-09-24
CID-00000300,CUST-000150,Passport,travel,PAS-735705101,SER-566613,1,SC,US Department of State,2016-03-20,2023-05-22,True,document_scan,system_kyc,2024-06-19,expired,False,False,No fraud indicators.,2024-06-18,2024-09-27
CID-00000301,CUST-000151,National ID,government,NAT-953015511,SER-864785,1,NC,State DMV,2011-07-24,2014-12-18,True,in_branch_review,system_kyc,2026-08-27,expired,True,False,No fraud indicators.,2026-08-23,2026-05-01
CID-00000302,CUST-000151,Passport,travel,PAS-976595831,SER-424322,1,NC,US Department of State,2014-07-17,2023-11-14,True,in_branch_review,system_kyc,2026-08-25,expired,False,False,No fraud indicators.,2026-08-21,2026-05-01
CID-00000303,CUST-000152,National ID,government,NAT-936858101,SER-635202,1,SC,State DMV,2023-07-11,2028-02-10,True,document_scan,system_kyc,2026-02-05,active,True,False,No fraud indicators.,2026-02-04,2026-03-14
CID-00000304,CUST-000152,Passport,travel,PAS-479932706,SER-538740,1,SC,US Department of State,2020-05-04,2029-06-19,True,api_validation,system_kyc,2026-02-03,active,False,False,No fraud indicators.,2026-01-31,2026-05-01
CID-00000305,CUST-000153,National ID,government,NAT-897142390,SER-253000,1,SC,State DMV,2012-05-23,2016-12-22,True,api_validation,system_kyc,2024-07-23,expired,True,False,No fraud indicators.,2024-07-22,2024-09-28
CID-00000306,CUST-000153,Passport,travel,PAS-960525854,SER-639652,1,SC,US Department of State,2023-07-18,2027-08-25,True,document_scan,system_kyc,2024-07-27,active,False,False,No fraud indicators.,2024-07-23,2024-10-03
CID-00000307,CUST-000154,National ID,government,NAT-529042066,SER-152891,1,NC,State DMV,2015-04-30,2019-03-23,True,document_scan,system_kyc,2025-04-24,expired,True,False,No fraud indicators.,2025-04-23,2025-10-11
CID-00000308,CUST-000154,Passport,travel,PAS-120294391,SER-602027,1,NC,US Department of State,2026-03-24,2034-12-06,True,api_validation,system_kyc,2025-04-23,active,False,False,No fraud indicators.,2025-04-23,2025-07-08
CID-00000309,CUST-000155,National ID,government,NAT-137625476,SER-323330,1,NC,State DMV,2016-10-01,2026-09-28,True,in_branch_review,system_kyc,2025-05-03,active,True,False,No fraud indicators.,2025-05-01,2025-10-20
CID-00000310,CUST-000155,Passport,travel,PAS-309142576,SER-135270,1,NC,US Department of State,2018-04-18,2023-03-08,True,api_validation,system_kyc,2025-05-04,expired,False,False,No fraud indicators.,2025-05-03,2025-12-01
CID-00000311,CUST-000156,National ID,government,NAT-250546128,SER-904843,1,GA,State DMV,2023-10-03,2029-08-24,False,document_scan,manual_queue,2025-05-23,active,True,False,No fraud indicators.,2025-05-20,2025-08-17
CID-00000312,CUST-000156,Passport,travel,PAS-922006005,SER-439982,1,GA,US Department of State,2018-01-07,2025-03-04,True,in_branch_review,system_kyc,2025-05-21,expired,False,False,No fraud indicators.,2025-05-19,2025-09-24
CID-00000313,CUST-000157,National ID,government,NAT-296260240,SER-740380,1,NC,State DMV,2015-09-08,2022-01-21,True,api_validation,system_kyc,2024-10-26,expired,True,False,No fraud indicators.,2024-10-25,2024-11-16
CID-00000314,CUST-000157,Passport,travel,PAS-566421113,SER-758016,1,NC,US Department of State,2016-12-30,2022-04-21,True,document_scan,system_kyc,2024-10-30,expired,False,False,No fraud indicators.,2024-10-27,2025-05-16
CID-00000315,CUST-000158,National ID,government,NAT-624796224,SER-657906,1,FL,State DMV,2022-07-27,2026-04-01,True,api_validation,system_kyc,2026-06-29,expired,True,False,No fraud indicators.,2026-06-27,2026-05-01
CID-00000316,CUST-000158,Passport,travel,PAS-596718476,SER-560891,1,FL,US Department of State,2021-04-17,2030-09-02,True,api_validation,system_kyc,2026-06-27,active,False,False,No fraud indicators.,2026-06-27,2026-05-01
CID-00000317,CUST-000159,National ID,government,NAT-993643003,SER-759384,1,SC,State DMV,2022-07-03,2030-07-23,True,api_validation,system_kyc,2026-08-17,active,True,False,No fraud indicators.,2026-08-17,2026-05-01
CID-00000318,CUST-000159,Passport,travel,PAS-955783376,SER-591943,1,SC,US Department of State,2023-01-31,2029-02-02,True,api_validation,system_kyc,2026-08-19,active,False,False,No fraud indicators.,2026-08-17,2026-05-01
CID-00000319,CUST-000160,National ID,government,NAT-210675148,SER-922030,1,FL,State DMV,2013-03-20,2018-12-27,True,document_scan,system_kyc,2024-11-05,expired,True,False,No fraud indicators.,2024-11-04,2025-01-28
CID-00000320,CUST-000160,Passport,travel,PAS-493244316,SER-360380,1,FL,US Department of State,2017-01-28,2021-02-22,True,in_branch_review,system_kyc,2024-11-08,expired,False,False,No fraud indicators.,2024-11-06,2025-02-01
CID-00000321,CUST-000161,National ID,government,NAT-747363268,SER-152728,1,SC,State DMV,2016-10-14,2026-07-02,True,api_validation,system_kyc,2024-04-14,active,True,False,No fraud indicators.,2024-04-12,2024-09-23
CID-00000322,CUST-000161,Passport,travel,PAS-576488681,SER-419691,1,SC,US Department of State,2022-07-29,2029-01-16,True,api_validation,system_kyc,2024-04-11,active,False,False,No fraud indicators.,2024-04-07,2024-07-05
CID-00000323,CUST-000162,National ID,government,NAT-438574121,SER-868570,1,SC,State DMV,2017-09-23,2023-05-31,True,api_validation,system_kyc,2025-07-04,expired,True,False,No fraud indicators.,2025-07-03,2025-12-03
CID-00000324,CUST-000162,Passport,travel,PAS-269645953,SER-381669,1,SC,US Department of State,2017-05-12,2022-09-08,True,in_branch_review,system_kyc,2025-07-02,expired,False,False,No fraud indicators.,2025-07-01,2025-10-20
CID-00000325,CUST-000163,National ID,government,NAT-442657465,SER-360941,1,SC,State DMV,2015-10-10,2022-10-15,True,api_validation,system_kyc,2024-06-17,expired,True,False,No fraud indicators.,2024-06-14,2024-06-25
CID-00000326,CUST-000163,Passport,travel,PAS-317503485,SER-529118,1,SC,US Department of State,2011-12-20,2016-10-14,True,api_validation,system_kyc,2024-06-20,expired,False,False,No fraud indicators.,2024-06-18,2024-07-12
CID-00000327,CUST-000164,National ID,government,NAT-300004878,SER-255537,1,GA,State DMV,2020-03-24,2030-02-28,True,in_branch_review,system_kyc,2026-01-12,active,True,False,No fraud indicators.,2026-01-10,2026-05-01
CID-00000328,CUST-000164,Passport,travel,PAS-298151675,SER-200749,1,GA,US Department of State,2013-08-18,2021-07-03,False,in_branch_review,manual_queue,2026-01-15,expired,False,False,No fraud indicators.,2026-01-13,2026-05-01
CID-00000329,CUST-000165,National ID,government,NAT-345899530,SER-909607,1,FL,State DMV,2012-09-18,2016-02-26,True,in_branch_review,system_kyc,2025-02-19,expired,True,False,No fraud indicators.,2025-02-18,2025-07-19
CID-00000330,CUST-000165,Passport,travel,PAS-946257527,SER-845303,1,FL,US Department of State,2013-06-12,2018-05-31,True,document_scan,system_kyc,2025-02-15,expired,False,False,No fraud indicators.,2025-02-13,2025-07-05
CID-00000331,CUST-000166,National ID,government,NAT-961799585,SER-310100,1,NC,State DMV,2011-12-20,2019-01-21,True,api_validation,system_kyc,2024-07-29,expired,True,False,No fraud indicators.,2024-07-29,2025-02-04
CID-00000332,CUST-000166,Passport,travel,PAS-977026659,SER-137257,1,NC,US Department of State,2019-06-16,2026-06-09,True,document_scan,system_kyc,2024-08-01,active,False,False,No fraud indicators.,2024-07-30,2024-12-10
CID-00000333,CUST-000167,National ID,government,NAT-463201097,SER-611879,1,NC,State DMV,2024-01-11,2032-07-26,True,api_validation,system_kyc,2026-06-27,active,True,False,No fraud indicators.,2026-06-27,2026-05-01
CID-00000334,CUST-000167,Passport,travel,PAS-345686611,SER-498443,1,NC,US Department of State,2023-10-29,2027-10-11,True,in_branch_review,system_kyc,2026-06-25,active,False,False,No fraud indicators.,2026-06-21,2026-05-01
CID-00000335,CUST-000168,National ID,government,NAT-769433220,SER-713233,1,NC,State DMV,2015-10-03,2025-02-11,True,api_validation,system_kyc,2026-05-08,expired,True,False,No fraud indicators.,2026-05-06,2026-05-01
CID-00000336,CUST-000168,Passport,travel,PAS-862935181,SER-578968,1,NC,US Department of State,2017-08-28,2025-10-29,True,api_validation,system_kyc,2026-05-07,expired,False,False,No fraud indicators.,2026-05-04,2026-05-01
CID-00000337,CUST-000169,National ID,government,NAT-589210811,SER-795695,1,NC,State DMV,2024-10-01,2028-06-17,True,api_validation,system_kyc,2025-04-03,active,True,False,No fraud indicators.,2025-04-02,2025-09-16
CID-00000338,CUST-000169,Passport,travel,PAS-304585526,SER-369244,1,NC,US Department of State,2014-09-26,2023-08-05,True,in_branch_review,system_kyc,2025-04-05,expired,False,False,No fraud indicators.,2025-04-01,2025-08-03
CID-00000339,CUST-000170,National ID,government,NAT-538566361,SER-774183,1,NC,State DMV,2023-12-12,2030-10-12,True,api_validation,system_kyc,2026-05-08,active,True,False,No fraud indicators.,2026-05-08,2026-05-01
CID-00000340,CUST-000170,Passport,travel,PAS-394189886,SER-281011,1,NC,US Department of State,2017-06-06,2024-06-03,True,in_branch_review,system_kyc,2026-05-10,expired,False,False,No fraud indicators.,2026-05-09,2026-05-01
CID-00000341,CUST-000171,National ID,government,NAT-748475572,SER-511997,1,GA,State DMV,2023-06-17,2031-08-14,True,api_validation,system_kyc,2025-06-18,active,True,False,No fraud indicators.,2025-06-17,2025-12-09
CID-00000342,CUST-000171,Passport,travel,PAS-942687727,SER-291448,1,GA,US Department of State,2018-12-01,2028-03-18,True,in_branch_review,system_kyc,2025-06-18,active,False,False,No fraud indicators.,2025-06-18,2025-08-29
CID-00000343,CUST-000172,National ID,government,NAT-894027072,SER-275958,1,SC,State DMV,2019-11-08,2026-08-14,True,document_scan,system_kyc,2024-06-14,active,True,False,No fraud indicators.,2024-06-14,2024-11-22
CID-00000344,CUST-000172,Passport,travel,PAS-646467892,SER-568041,1,SC,US Department of State,2023-09-12,2031-12-29,False,api_validation,manual_queue,2024-06-20,active,False,False,No fraud indicators.,2024-06-19,2024-08-10
CID-00000345,CUST-000173,National ID,government,NAT-201237928,SER-695832,1,NC,State DMV,2012-08-18,2022-02-07,True,api_validation,system_kyc,2026-02-25,expired,True,False,No fraud indicators.,2026-02-21,2026-05-01
CID-00000346,CUST-000173,Passport,travel,PAS-958482687,SER-133338,1,NC,US Department of State,2022-04-19,2032-02-25,True,in_branch_review,system_kyc,2026-02-23,active,False,False,No fraud indicators.,2026-02-19,2026-04-19
CID-00000347,CUST-000174,National ID,government,NAT-838988111,SER-928865,1,SC,State DMV,2020-06-04,2030-03-25,True,in_branch_review,system_kyc,2025-05-15,active,True,False,No fraud indicators.,2025-05-15,2025-11-02
CID-00000348,CUST-000174,Passport,travel,PAS-950446528,SER-686360,1,SC,US Department of State,2014-08-06,2020-04-26,True,in_branch_review,system_kyc,2025-05-16,expired,False,False,No fraud indicators.,2025-05-14,2025-08-27
CID-00000349,CUST-000175,National ID,government,NAT-837677956,SER-946234,1,SC,State DMV,2016-10-19,2024-03-28,True,document_scan,system_kyc,2025-06-26,expired,True,False,No fraud indicators.,2025-06-24,2025-07-13
CID-00000350,CUST-000175,Passport,travel,PAS-103870185,SER-136575,1,SC,US Department of State,2021-10-07,2027-01-24,True,in_branch_review,system_kyc,2025-06-23,active,False,False,No fraud indicators.,2025-06-22,2025-09-23
CID-00000351,CUST-000176,National ID,government,NAT-917207022,SER-819435,1,SC,State DMV,2012-11-01,2020-12-31,True,api_validation,system_kyc,2024-05-11,expired,True,False,No fraud indicators.,2024-05-11,2024-05-19
CID-00000352,CUST-000176,Passport,travel,PAS-586649431,SER-351108,1,SC,US Department of State,2023-05-23,2026-05-28,True,in_branch_review,system_kyc,2024-05-17,active,False,False,No fraud indicators.,2024-05-13,2024-11-15
CID-00000353,CUST-000177,National ID,government,NAT-849095859,SER-312546,1,FL,State DMV,2018-10-17,2023-03-17,True,api_validation,system_kyc,2026-08-28,expired,True,False,No fraud indicators.,2026-08-24,2026-05-01
CID-00000354,CUST-000177,Passport,travel,PAS-894182494,SER-195455,1,FL,US Department of State,2016-05-08,2023-10-06,True,api_validation,system_kyc,2026-08-26,expired,False,False,No fraud indicators.,2026-08-24,2026-05-01
CID-00000355,CUST-000178,National ID,government,NAT-672893738,SER-701391,1,FL,State DMV,2014-05-19,2020-03-13,True,in_branch_review,system_kyc,2024-08-06,expired,True,False,No fraud indicators.,2024-08-02,2024-09-13
CID-00000356,CUST-000178,Passport,travel,PAS-579061124,SER-973425,1,FL,US Department of State,2025-07-14,2031-09-07,True,document_scan,system_kyc,2024-08-02,active,False,False,No fraud indicators.,2024-07-29,2024-12-31
CID-00000357,CUST-000179,National ID,government,NAT-895082852,SER-542366,1,SC,State DMV,2017-05-07,2024-03-28,True,in_branch_review,system_kyc,2024-05-03,expired,True,False,No fraud indicators.,2024-05-01,2024-07-25
CID-00000358,CUST-000179,Passport,travel,PAS-254274565,SER-428358,1,SC,US Department of State,2017-02-21,2024-04-29,True,api_validation,system_kyc,2024-05-01,expired,False,False,No fraud indicators.,2024-04-29,2024-11-09
CID-00000359,CUST-000180,National ID,government,NAT-625933402,SER-350342,1,FL,State DMV,2012-10-01,2016-08-03,True,in_branch_review,system_kyc,2025-09-10,expired,True,False,No fraud indicators.,2025-09-07,2025-11-23
CID-00000360,CUST-000180,Passport,travel,PAS-951644527,SER-434348,1,FL,US Department of State,2025-03-22,2031-12-25,True,api_validation,system_kyc,2025-09-08,active,False,False,No fraud indicators.,2025-09-06,2026-03-02
CID-00000361,CUST-000181,National ID,government,NAT-499576144,SER-175497,1,GA,State DMV,2011-11-11,2019-09-27,True,document_scan,system_kyc,2025-06-23,expired,True,False,No fraud indicators.,2025-06-19,2026-01-07
CID-00000362,CUST-000181,Passport,travel,PAS-720594631,SER-777030,1,GA,US Department of State,2020-07-10,2025-11-16,True,api_validation,system_kyc,2025-06-27,expired,False,False,No fraud indicators.,2025-06-25,2025-08-09
CID-00000363,CUST-000182,National ID,government,NAT-801154252,SER-969550,1,NC,State DMV,2017-02-12,2022-06-20,True,api_validation,system_kyc,2026-04-03,expired,True,False,No fraud indicators.,2026-04-02,2026-05-01
CID-00000364,CUST-000182,Passport,travel,PAS-858766338,SER-157612,1,NC,US Department of State,2014-03-30,2020-05-20,True,in_branch_review,system_kyc,2026-04-03,expired,False,False,No fraud indicators.,2026-04-03,2026-05-01
CID-00000365,CUST-000183,National ID,government,NAT-206478083,SER-640225,1,FL,State DMV,2013-03-06,2019-01-22,True,api_validation,system_kyc,2024-06-08,expired,True,False,No fraud indicators.,2024-06-06,2024-12-26
CID-00000366,CUST-000183,Passport,travel,PAS-663589633,SER-110005,1,FL,US Department of State,2015-11-05,2022-12-19,True,document_scan,system_kyc,2024-06-07,expired,False,False,No fraud indicators.,2024-06-06,2024-12-24
CID-00000367,CUST-000184,National ID,government,NAT-632701302,SER-615789,1,GA,State DMV,2024-07-21,2033-10-17,True,api_validation,system_kyc,2024-03-03,active,True,True,Pattern match on historical compromised-document list.,2024-02-29,2024-03-24
CID-00000368,CUST-000184,Passport,travel,PAS-205918541,SER-213578,1,GA,US Department of State,2012-09-28,2016-04-26,True,in_branch_review,system_kyc,2024-03-04,expired,False,False,No fraud indicators.,2024-02-29,2024-06-25
CID-00000369,CUST-000185,National ID,government,NAT-491444129,SER-333257,1,GA,State DMV,2018-02-13,2025-07-07,True,in_branch_review,system_kyc,2025-09-20,expired,True,False,No fraud indicators.,2025-09-18,2025-12-12
CID-00000370,CUST-000185,Passport,travel,PAS-675039155,SER-902794,1,GA,US Department of State,2022-12-01,2025-12-29,True,in_branch_review,system_kyc,2025-09-29,expired,False,False,No fraud indicators.,2025-09-25,2026-02-16
CID-00000371,CUST-000186,National ID,government,NAT-355298447,SER-249014,1,FL,State DMV,2023-10-14,2033-04-03,True,in_branch_review,system_kyc,2024-08-09,active,True,False,No fraud indicators.,2024-08-05,2024-11-11
CID-00000372,CUST-000186,Passport,travel,PAS-562269477,SER-190619,1,FL,US Department of State,2013-05-30,2022-09-28,True,api_validation,system_kyc,2024-08-11,expired,False,False,No fraud indicators.,2024-08-08,2024-11-11
CID-00000373,CUST-000187,National ID,government,NAT-869117012,SER-146626,1,SC,State DMV,2012-01-24,2017-07-23,True,in_branch_review,system_kyc,2025-10-10,expired,True,False,No fraud indicators.,2025-10-09,2026-05-01
CID-00000374,CUST-000187,Passport,travel,PAS-972057170,SER-297498,1,SC,US Department of State,2021-06-27,2029-03-18,True,in_branch_review,system_kyc,2025-10-10,active,False,False,No fraud indicators.,2025-10-07,2026-03-05
CID-00000375,CUST-000188,National ID,government,NAT-707828298,SER-352174,1,SC,State DMV,2021-02-19,2028-12-30,True,api_validation,system_kyc,2024-10-10,active,True,False,No fraud indicators.,2024-10-10,2024-12-10
CID-00000376,CUST-000188,Passport,travel,PAS-841991501,SER-669139,1,SC,US Department of State,2024-09-23,2030-03-04,True,api_validation,system_kyc,2024-10-17,active,False,False,No fraud indicators.,2024-10-16,2025-04-08
CID-00000377,CUST-000189,National ID,government,NAT-945727895,SER-793910,1,FL,State DMV,2016-12-26,2021-08-15,True,api_validation,system_kyc,2024-05-15,expired,True,True,Pattern match on historical compromised-document list.,2024-05-15,2024-05-21
CID-00000378,CUST-000189,Passport,travel,PAS-287743793,SER-266635,1,FL,US Department of State,2012-08-04,2022-07-26,True,api_validation,system_kyc,2024-05-16,expired,False,False,No fraud indicators.,2024-05-14,2024-10-05
